N,P,K,temperature,humidity,ph,rainfall,Season,Crop
97,41,42,20.32389137775995,91.87044378684328,6.159539956688423,263.68214642843526,Kharif,rice
91,45,53,23.35843487039316,90.20840999208257,6.885559443585631,297.4769843420413,Kharif,rice
96,56,53,25.138665257132715,84.49334479422346,6.010010410559136,282.5603424907015,Kharif,rice
93,46,49,27.96644869015138,86.8661572574932,6.882409186443788,206.0008192589012,Kharif,rice
95,44,51,23.37981550469836,81.43338655937502,6.571678878349738,237.6229378361191,Kharif,rice
93,44,45,27.054900246731165,93.47219667230152,6.331657844177018,292.55830091902715,Kharif,rice
88,59,51,21.875044571189804,94.031372366728,6.72305712546033,250.30437475570216,Kharif,rice
83,55,53,27.505984567441264,94.69705303071407,6.507752151862665,266.21118258081793,Kharif,rice
90,58,41,22.35996605909237,93.02829246178756,6.499108658107606,291.259934559139,Kharif,rice
85,48,48,21.43544755943768,82.60941331544338,6.110142282918966,287.37946904198805,Kharif,rice
94,44,49,21.85408850374054,80.69294724802444,6.389516025945409,250.18203755405108,Kharif,rice
84,47,56,21.82063128881856,88.69395091119011,6.241064345856737,243.76463026576025,Kharif,rice
90,48,56,25.12862879376992,93.68907540324666,6.01569590559628,233.9692618479587,Kharif,rice
97,44,42,28.447975811881463,82.66027042489614,6.360099630782114,271.90194431628913,Kharif,rice
92,49,58,20.796050769925056,80.10564371936213,6.089822129425604,228.69867994715432,Kharif,rice
90,41,40,27.069563184934225,92.08244069048366,6.2568300377251855,224.98876064309,Kharif,rice
93,48,51,26.543464596528576,81.15193526430102,6.092516621183094,235.624989460378,Kharif,rice
97,50,46,28.72519951829362,86.20559047865045,6.100941625556398,217.7215056878792,Kharif,rice
98,43,43,22.44147560506908,90.18331005783178,6.199011294415188,269.51198159457675,Kharif,rice
94,41,49,24.501098586850297,83.5519637818427,6.9998492444864,261.6240649330612,Kharif,rice
88,45,52,29.25827374443517,81.2594384517009,6.002184142857248,248.2878534115844,Kharif,rice
87,53,41,26.59993450135317,91.55031842683744,6.638672636120405,239.03257792615543,Kharif,rice
99,40,49,23.88768412861597,89.45262627330563,6.141243698026558,290.90625428967314,Kharif,rice
80,57,60,21.314123828552685,94.82735726730208,6.920628136710776,202.91237849891053,Kharif,rice
83,46,43,22.62485007900591,85.16462049979938,6.093632893333629,276.9107743507299,Kharif,rice
93,40,57,25.81215477489384,80.926435794353,6.955063187126236,290.19095717488887,Kharif,rice
81,40,44,27.181679475605137,91.01525053002943,6.610926387483478,244.6354579429926,Kharif,rice
95,40,58,21.24421886851893,87.82600128279869,6.0012680769154905,255.06904914706467,Kharif,rice
82,43,41,25.99597260044054,83.19805897083702,6.894007197916806,294.4463687882038,Kharif,rice
87,43,51,25.50351278838751,91.7259348350714,6.521711801366918,221.22775152855144,Kharif,rice
85,57,56,25.13955446690708,83.05633228774916,6.262669735330484,252.0134847784685,Kharif,rice
95,50,49,26.90123117682008,83.90992482249405,6.76727917751563,247.47211271282129,Kharif,rice
95,40,41,28.374495950834618,81.38792831550079,6.92666555388687,225.839264787037,Kharif,rice
86,49,45,23.229896831768684,85.99148418546281,6.483690823146794,281.8593230373108,Kharif,rice
92,48,47,28.890121901109595,86.28393835906128,6.315553474443111,289.9600594763236,Kharif,rice
92,43,58,21.606336126185507,87.71842685522448,6.788945123934926,278.1932579788209,Kharif,rice
84,45,50,21.730238697511645,90.63446400685666,6.681785497788455,219.53589608486084,Kharif,rice
99,55,51,22.66772063623924,93.5915139302064,6.888752483750272,208.67486355013816,Kharif,rice
97,41,48,21.19530869547078,82.06601148331713,6.692514012761193,260.5444485305342,Kharif,rice
94,57,41,22.30319224682877,80.81522147522986,6.243528338899536,205.7094760509884,Kharif,rice
97,49,47,21.064117629028445,80.277968503915,6.931659249759019,267.2825888558084,Kharif,rice
81,56,50,28.217524169853903,82.15432067103224,6.104835747205991,253.04242203272423,Kharif,rice
89,52,60,21.38968991886625,89.86924228672439,6.267942750106847,266.27857327436635,Kharif,rice
92,57,43,27.472975575598568,90.91215616994744,6.5201946077238855,259.0170773649744,Kharif,rice
97,52,49,20.47913867913334,91.79758570292184,6.565742026070901,242.2702569527173,Kharif,rice
94,56,60,29.48520327513915,83.65562317856514,6.015310586626906,220.0877180140228,Kharif,rice
91,44,59,27.11160087527766,84.5884221989228,6.78057272582094,230.57021358104885,Kharif,rice
94,50,55,20.06796548586112,87.24701968348249,6.361607318425389,252.45005742189764,Kharif,rice
92,46,47,27.63856500200214,80.9477464529034,6.406418541002138,265.1868093647606,Kharif,rice
97,49,43,25.140819207661853,89.16712284816869,6.8093695444369455,277.94830168845283,Kharif,rice
94,56,49,27.7936517033512,94.75602550513636,6.379283391727545,276.71707184490606,Kharif,rice
90,54,51,25.22496808890589,85.41209467067004,6.047224876494755,297.2688743261085,Kharif,rice
98,57,53,26.410248576353546,91.29271212637076,6.17643977047035,228.5841448663409,Kharif,rice
82,58,55,27.863316553950405,87.50050873354412,6.955903172388182,207.11107082134367,Kharif,rice
86,41,57,24.05108054587857,81.91717766540575,6.070405362402514,234.565693554186,Kharif,rice
100,43,60,20.02708149820452,88.7335617320388,6.354931200968016,274.3294475224077,Kharif,rice
93,42,60,28.499464959451885,84.49811402666097,6.503179167051345,243.8111651033296,Kharif,rice
93,46,51,23.808903626246625,80.51604812680188,6.49328082733856,281.778843058942,Kharif,rice
92,57,57,24.96042726016583,89.52394595176615,6.003959943012143,254.9326365186015,Kharif,rice
91,49,46,20.07766642153969,92.88398523987092,6.50116273145749,292.9791722630503,Kharif,rice
88,46,59,24.92092010350098,85.1715465034981,6.383772457977409,294.78634419990686,Kharif,rice
80,47,46,29.86487401571729,85.85443320819155,6.972079335474557,206.93045060187487,Kharif,rice
98,45,48,22.782676608187696,93.36532524450816,6.1591590839938295,245.64134397124243,Kharif,rice
90,40,40,23.95418270242378,92.20413220051034,6.354154196759495,260.9689061249568,Kharif,rice
98,43,45,26.871899964686765,90.72429235327664,6.41948148508982,225.5872540812213,Kharif,rice
97,53,45,28.147936675236583,83.73195595629721,6.390693537100949,240.70767793789804,Kharif,rice
91,56,51,24.173916240061004,93.65324982449968,6.665830827651862,267.76815411176983,Kharif,rice
80,59,51,23.096688704012927,82.3162363630882,6.215512857547769,222.6734226898361,Kharif,rice
98,57,49,29.37825799985067,89.40155779125833,6.221071552813992,260.1981352974452,Kharif,rice
99,50,45,26.77144966671669,80.43201770819778,6.729210948500853,269.7447828164306,Kharif,rice
96,60,56,21.19021304493141,89.65579709487419,6.500290518678179,209.04963110958667,Kharif,rice
84,53,58,20.689278781346488,84.1571652781004,6.41515567605731,249.7529316027453,Kharif,rice
82,48,57,24.83549850790369,86.7451546577558,6.169203051677252,226.30800299241903,Kharif,rice
81,54,45,22.20090066047273,85.1789682808558,6.187527222912166,272.43863559980446,Kharif,rice
82,51,58,22.539847533762533,82.59135134369315,6.010551636815901,218.95555085369404,Kharif,rice
87,49,49,28.77692178827848,89.3297118514081,6.091426268861709,289.22379155381066,Kharif,rice
95,58,47,20.895660243163107,93.22963332710913,6.556838694690241,243.0941336518327,Kharif,rice
85,58,60,27.1536411522889,94.38626363423606,6.89187313000841,219.8003030307553,Kharif,rice
92,45,45,22.71142253380588,82.88519544730873,6.287164765130558,243.80217963503293,Kharif,rice
95,59,60,27.60328221404138,90.7605916109446,6.327747225896128,240.8743762808528,Kharif,rice
95,45,46,27.224113844635447,89.96509049908524,6.115605610611512,242.89189594937105,Kharif,rice
82,47,40,20.07391901444293,85.1506668436186,6.388630945607103,258.5561293497447,Kharif,rice
92,40,57,25.091354129216,80.28648799030589,6.037221704569329,252.11737249135376,Kharif,rice
93,56,59,21.393194823780465,90.34686870969298,6.9176006962619,214.97771316809028,Kharif,rice
87,56,51,28.66227030578677,94.18242290839252,6.673111348124529,206.55790726466364,Kharif,rice
91,54,55,28.715858828624064,89.48180182873477,6.990748809393219,272.94154487265405,Kharif,rice
100,46,49,24.18345807493758,86.52939086281451,6.882823162678494,255.97174359283133,Kharif,rice
87,58,49,24.443956184510807,87.87730841167442,6.472990593698153,235.9000768079264,Kharif,rice
100,42,53,23.032829394045272,82.99443211489876,6.519685031150377,280.8357822498074,Kharif,rice
88,50,59,27.16606298960031,91.25816245630608,6.190576046517194,238.80584742609568,Kharif,rice
80,59,49,23.58661363026459,91.19629745014774,6.462039342839556,279.5965089600608,Kharif,rice
85,58,49,22.67792474522634,82.18275950581138,6.903027873492812,230.57561275123743,Kharif,rice
98,48,50,24.32231059504508,93.16967573749488,6.050853423635822,207.28452975452,Kharif,rice
90,49,41,20.91487518387459,84.03784609209958,6.86355680299831,293.2639693799929,Kharif,rice
90,41,59,27.46603204644204,94.73384091404922,6.34094780164261,239.4551129281373,Kharif,rice
92,40,47,20.12596401271787,85.7435452105587,6.8995127650963095,279.2692572849378,Kharif,rice
90,55,46,26.44485061520594,82.66826088101749,6.940879906341484,227.91441332223044,Kharif,rice
97,57,47,21.828645267548723,85.27580167018479,6.670864887001906,264.6365112123656,Kharif,rice
94,56,40,22.324040462144133,86.6027049304579,6.664423786592678,287.33108732577284,Kharif,rice
80,45,60,26.3563199864004,81.03961659557442,6.45275433770874,204.16440223399803,Kharif,rice
100,53,41,29.92943465782907,88.67327571834934,6.835540224543707,283.0635764686089,Kharif,rice
86,54,57,27.777174890725504,88.9644865980335,6.961612758433283,257.13330049719286,Kharif,rice
92,53,54,22.25839632223392,91.08395683024207,6.77508180033912,260.7471753908569,Kharif,rice
91,42,40,21.76024755041134,80.43754838436115,6.621936733756709,252.31580008059825,Kharif,rice
97,58,44,28.662328702676703,88.11857321650746,6.606792895821337,287.4475103283643,Kharif,rice
98,51,41,24.44183947921504,80.79361149905996,6.849469901583662,204.3433357235637,Kharif,rice
94,41,59,21.370528028281555,90.5171632994998,6.541203765771298,226.1028391535848,Kharif,rice
87,42,42,28.62211423321938,80.83591978551476,6.803859886248823,287.57625388591555,Kharif,rice
98,57,58,28.16092352914261,93.67591772512448,6.5088852551742455,275.2345702531956,Kharif,rice
89,40,57,29.83906363897164,90.53123850326745,6.062444274973924,201.7645160178606,Kharif,rice
86,59,57,29.09743686712684,87.61084647627736,6.383947008904155,251.70062832097085,Kharif,rice
97,60,53,28.51790338660542,86.62255884921763,6.444440957671499,252.9572680712675,Kharif,rice
95,45,47,20.525743978110032,81.96008945619893,6.141617244986617,240.08821351279104,Kharif,rice
99,44,51,21.04415369498118,84.36499084346994,6.102496329189213,229.73933320619892,Kharif,rice
85,40,60,25.689831943041227,93.03438657531343,6.535464949656954,268.1724850412342,Kharif,rice
88,58,49,25.314792462818207,93.5667921734374,6.085143636556082,220.77904647047532,Kharif,rice
100,40,59,24.57963214489536,80.01121562555797,6.302945167890084,279.8948562071706,Kharif,rice
92,60,56,23.96789325414584,88.91204587216328,6.744596975963076,280.30371607674715,Kharif,rice
100,60,50,24.312104848643287,90.7895091353767,6.96443217956798,241.52614375728209,Kharif,rice
87,55,41,25.69297934134795,89.2812047368641,6.717870580551929,228.3548010909648,Kharif,rice
95,51,43,20.02076517600081,81.22519647299531,6.99262554845287,228.3878181590713,Kharif,rice
92,47,40,22.60708774132852,83.26587348198353,6.698337971279402,248.229132399621,Kharif,rice
92,55,54,25.18279720688711,83.75510401072079,6.293794470654327,271.95792247493586,Kharif,rice
96,40,52,27.222160986736466,92.47586946957634,6.672052540505362,235.88686909938588,Kharif,rice
99,43,47,21.741566923953965,86.94799154463381,6.702156765196904,261.0043345457751,Kharif,rice
84,49,43,25.46881173787433,87.30242317911855,6.37172698461646,238.24844605825945,Kharif,rice
100,50,49,27.14459683885781,94.02339569831764,6.017713850609389,230.4523189151384,Kharif,rice
96,56,58,24.446276579139045,89.55628833282073,6.703199784775487,202.4859515915794,Kharif,rice
88,46,57,20.27081133670051,93.48001552328996,6.021700095275541,200.39141057353908,Kharif,rice
81,51,44,24.492681584656367,86.84763283012299,6.631188078060071,222.72076778320044,Kharif,rice
97,60,58,22.96444887744153,82.24154387777442,6.163616488742555,240.64062868009955,Kharif,rice
88,46,55,29.296496077013284,93.94903391111129,6.565603527748044,285.12611673620603,Kharif,rice
85,51,40,21.24613385678328,86.88057673501308,6.5039130253806,279.8484242930425,Kharif,rice
90,54,51,26.52475955507232,82.72447132818233,6.013513642306183,226.71652625879892,Kharif,rice
85,41,41,20.52719766334501,84.53593610455883,6.362865816995104,224.45404429842995,Kharif,rice
85,53,60,24.461704378126967,80.76203884533413,6.601091167396302,222.73220710700275,Kharif,rice
92,52,47,25.539794872200808,87.02450887184578,6.848606551898779,233.9237340528867,Kharif,rice
90,43,57,22.97954931316865,92.79692257865356,6.888642113836517,249.81987195616853,Kharif,rice
93,53,55,24.550756355203845,94.00370684010034,6.483849970033223,243.8667772031576,Kharif,rice
81,53,44,21.63553794530188,93.98903311255464,6.728422487299438,221.82731987814932,Kharif,rice
87,55,52,23.04123849468036,81.8784503844312,6.316454576533458,213.04514099436184,Kharif,rice
82,46,58,26.21106324910203,85.73080823766585,6.342186405758658,201.25778124861955,Kharif,rice
100,58,42,23.01800055861155,80.4234313947606,6.194463519182314,215.3963238666504,Kharif,rice
82,41,47,28.99743078408872,92.82748017457207,6.56194810999324,270.5356370194118,Kharif,rice
80,49,51,26.28406957640989,85.38133643031911,6.314564150927366,224.3638569345583,Kharif,rice
98,57,41,24.386490184359843,89.46675541838353,6.0843708964385055,246.86018101215092,Kharif,rice
97,56,50,20.387569355541824,90.72347657115932,6.685006086663178,259.13011489232446,Kharif,rice
96,44,51,24.995483352046712,86.44767004614734,6.707753207605398,288.6840902831607,Kharif,rice
99,51,57,27.64776242125089,84.59663504825365,6.359992418779058,288.8855098393419,Kharif,rice
92,45,52,22.655575980124137,94.43319365173916,6.076723399456023,274.5733733681359,Kharif,rice
82,48,44,28.06773569648768,94.4673233753578,6.4262977174034255,203.5156992048501,Kharif,rice
80,59,51,22.518067660508816,84.34154552045032,6.442335458050216,257.5070419085415,Kharif,rice
83,40,41,28.23746387950801,87.19437645116687,6.668670884897893,278.65834708315066,Kharif,rice
92,54,44,20.852683416116776,94.59266237990032,6.315416391258683,201.7288044763363,Kharif,rice
96,60,46,28.66183708869029,80.07302611483254,6.682599279781305,254.96846136565784,Kharif,rice
90,45,51,24.991864509333304,86.19017372568725,6.8714885417573885,285.7764145786029,Kharif,rice
81,58,55,22.96537589620262,81.50686324521453,6.2374860423622,247.4102075842267,Kharif,rice
95,57,47,22.651132504151487,87.63736948343904,6.9789195561199,200.41062028974488,Kharif,rice
81,45,48,24.320105589303623,80.3700493181073,6.386368137136807,201.1013358335608,Kharif,rice
98,52,54,29.99049498103645,86.10347647085942,6.267258685147062,241.66360374137503,Kharif,rice
98,40,44,22.203273934375822,83.31048612178003,6.42151118251029,215.50086674167545,Kharif,rice
95,52,52,21.03216648879,87.99962543688112,6.094397475903859,266.44506570932595,Kharif,rice
98,46,44,25.850351687186617,94.9399047365105,6.125705906512116,270.8799264906154,Kharif,rice
88,54,50,24.88542466440257,92.00804157690122,6.414434046968331,217.78797954606287,Kharif,rice
80,51,49,25.241962710633075,92.68463137436632,6.7624445219391,288.8533288524485,Kharif,rice
89,40,59,26.66935417557217,89.52897481038622,6.900312239574491,244.1907844978926,Kharif,rice
98,54,52,22.67144069870649,80.62339772408387,6.664817990716271,214.2845907591924,Kharif,rice
80,43,48,29.106649953838883,83.10196514066216,6.10521955523817,276.4251598069395,Kharif,rice
81,52,60,24.3567206612229,93.87596834670585,6.672019762180535,278.9974500016773,Kharif,rice
95,44,53,21.290861951424617,85.49169676893126,6.635427920702972,263.92954726654574,Kharif,rice
91,41,57,27.422987567339444,81.55455089721194,6.805763918293331,285.34655532025533,Kharif,rice
87,40,54,26.431043526178502,90.53608048799305,6.825248666652181,273.7372972030671,Kharif,rice
97,55,49,23.15743402484037,84.49186585901381,6.868203075778979,288.22057372269904,Kharif,rice
81,45,46,26.215187240340484,84.03285369356257,6.414131514579099,243.38880484854795,Kharif,rice
92,55,47,22.198619563689768,94.9696618333739,6.697864395352144,274.75971280994423,Kharif,rice
85,53,42,24.448393593405296,92.8720838753998,6.268250358922311,299.9751563429044,Kharif,rice
100,42,54,28.99412522167325,86.11906727551761,6.999336279983504,272.4931197519619,Kharif,rice
85,54,55,21.33534233160749,94.70391811724748,6.17533424137686,211.4183780237132,Kharif,rice
88,42,43,23.86696449987462,89.75169835128821,6.010114431660836,251.83187224291828,Kharif,rice
95,41,60,28.211424247203475,91.1303367781964,6.148808714518176,258.7347791243028,Kharif,rice
90,40,45,29.694908994061784,80.47269564623318,6.775872289544127,217.4210675071391,Kharif,rice
86,48,40,24.53926136421796,81.82407889022086,6.446783676508211,296.28916341780376,Kharif,rice
89,48,43,25.06999620143348,89.49627689744358,6.447500247810428,217.5579777634616,Kharif,rice
89,46,50,25.7217196178377,93.48535973974226,6.955022919611668,217.75579197132228,Kharif,rice
99,42,51,29.32348141633711,89.35615589131393,6.919634908028074,291.5167137974555,Kharif,rice
97,57,44,28.5820679097703,82.01037341478488,6.311194737804009,246.5205433121671,Kharif,rice
99,50,60,21.706011246216445,81.73640069369488,6.209058128780866,206.3188279274516,Kharif,rice
88,46,55,24.36757817847075,92.66278843736124,6.84848220993374,259.81874999385286,Kharif,rice
94,48,52,24.640004281964263,82.08953508061872,6.906019071044363,260.1826348633048,Kharif,rice
83,40,52,27.890961116487567,87.80347940756039,6.541596922798487,206.45007586865617,Kharif,rice
87,53,56,26.028928826054354,80.55669979943454,6.6294237111171,297.2522495633662,Kharif,rice
88,59,46,26.54220462029013,81.21004651086766,6.256914284692293,254.4029965294576,Kharif,rice
92,45,47,29.981999076656177,90.08522401464298,6.800802687978525,255.97957221797645,Kharif,rice
88,46,52,20.74960043470013,90.33772115641275,6.632122428449023,252.01154145023943,Kharif,rice
83,49,55,22.23009823533733,85.12204109912663,6.503513511297997,261.073177964462,Kharif,rice
96,46,43,24.07895937371547,83.23414647864567,6.060108556078395,226.4299752773755,Kharif,rice
95,41,47,23.477824030488872,92.20565406135962,6.9159349625111535,228.72413479748408,Kharif,rice
94,43,55,20.21645561346984,83.25654844204836,6.615451420384406,251.13390897961327,Kharif,rice
63,62,32,25.74176195594312,72.57932694297085,6.090195700200244,83.40903309789526,Kharif,maize
75,56,20,26.92016250967949,69.8216362692639,6.606015002479444,94.79060506992894,Kharif,maize
81,47,20,33.39998223243943,63.4263877846263,6.0896317733046175,52.88940985099321,Kharif,maize
71,67,34,32.2491274662444,64.11017670578322,6.959235435323822,57.03266696168334,Kharif,maize
75,62,20,33.94761987012495,64.72261733113103,6.715662652072312,85.83159683510158,Kharif,maize
99,43,25,26.175572491209365,61.75206161600928,6.788159788135706,71.86408241223089,Kharif,maize
97,53,32,34.90222534615074,64.09739430554917,6.704104360771637,70.17743104068441,Kharif,maize
96,70,20,27.094067139499337,63.14278836468798,6.5897290360764655,56.84833172721179,Kharif,maize
88,60,24,25.11779876286642,66.82993124712902,6.449912781085505,75.3385020358894,Kharif,maize
77,49,28,34.97422939053554,73.62656321808397,6.858373379761062,56.32726555981886,Kharif,maize
69,68,36,27.81073885445113,61.56720475130937,6.956835667543063,73.83102281552702,Kharif,maize
98,40,35,31.6801945251256,70.80401885921094,6.4990361729040815,88.18076494808284,Kharif,maize
77,43,27,26.76682314176305,70.30924506619692,6.931535049155262,62.913217894358176,Kharif,maize
60,70,36,30.802285321991416,61.436312979950365,6.583332909988518,74.03930840898636,Kharif,maize
98,40,34,34.04034986454559,73.838586073587,6.538384186896433,99.60079846984178,Kharif,maize
80,56,20,28.201811674284382,68.5270830323523,6.4544827329553565,84.33252116770186,Kharif,maize
60,65,31,31.702539760443592,65.45588281703526,6.20928776153012,92.06783856525992,Kharif,maize
74,56,24,26.87903588798417,71.3480787524296,6.003719660818059,70.74238032802728,Kharif,maize
63,46,25,31.24795398718725,63.86048187602451,6.241506226856061,88.39304615629277,Kharif,maize
79,62,20,28.364503518175106,70.40264755569481,6.509723171603565,52.02545864706609,Kharif,maize
69,59,20,27.11208258587952,60.595668113583706,6.379959952259752,56.14555912711225,Kharif,maize
82,54,29,28.131820507036352,72.59112056413908,6.4484852280026335,60.15352964600311,Kharif,maize
100,52,29,26.788410685077995,66.72256270531977,6.980648219564049,70.09759623076098,Kharif,maize
93,67,22,34.01916107837883,69.55039371536913,6.350272370669328,92.28724391628816,Kharif,maize
92,41,36,28.971868863171288,63.31856729710025,6.452182939360108,67.31330253939652,Kharif,maize
93,67,38,27.452793049743672,70.15610568987672,6.13351555135282,82.73105967577314,Kharif,maize
98,58,30,29.484078410159327,71.58360413839915,6.047957732436988,85.46571474017418,Kharif,maize
69,63,37,28.20536166806496,67.09819780326598,6.775409514592495,79.30911770441708,Kharif,maize
79,52,21,32.44419253813326,69.26590386092691,6.570683175071979,67.86209840850681,Kharif,maize
60,63,28,34.71219911885494,66.84488885733597,6.760704806043895,78.85266708567721,Kharif,maize
72,50,36,29.380336566976467,73.41137053886769,6.149862798886551,67.1132796394873,Kharif,maize
60,66,33,33.6103339997224,67.46803770771479,6.571828771182691,54.1936869276006,Kharif,maize
64,61,23,30.658630735596194,72.62713063543228,6.253642474341375,99.64019890930072,Kharif,maize
75,54,36,26.572356650942336,72.02028087405373,6.22806181690002,56.35912268162554,Kharif,maize
74,49,36,31.906227420813416,66.15757232022534,6.011526014052985,53.61741919180287,Kharif,maize
87,48,31,30.1343449712582,63.45126737786212,6.130340723569072,93.9265374603578,Kharif,maize
90,66,39,31.506065232521035,66.09123198839657,6.309268111499695,65.09173304464476,Kharif,maize
82,67,37,33.89687412571665,72.3932606366283,6.116878760590939,82.51484870367538,Kharif,maize
76,48,22,29.404345706560463,63.41448803729089,6.985858440410937,66.45028648311164,Kharif,maize
93,59,30,34.01177623217356,67.86654518786624,6.30863264852395,69.57271353972357,Kharif,maize
72,67,37,32.50669014281655,72.09145121941121,6.130323946702328,63.10564860083983,Kharif,maize
73,40,23,29.88604925877985,65.30216212692568,6.199082312827958,67.15220028965051,Kharif,maize
70,56,36,31.03222135657964,69.63314455504046,6.587703228341477,70.53502002932716,Kharif,maize
87,70,37,28.25581132519012,63.68447361073222,6.064043523864789,86.02080345461715,Kharif,maize
91,51,24,34.83597299738774,61.6391916805224,6.862434130141157,75.57680971173959,Kharif,maize
94,49,33,31.67351163050396,71.91576337639285,6.961499679237147,97.17826085784884,Kharif,maize
90,70,29,25.4384685249663,61.48452935113061,6.246747420667381,52.094019691938776,Kharif,maize
76,44,34,28.26621905748009,64.07072092619377,6.450095268590859,75.1534161316014,Kharif,maize
68,69,20,31.233144337590574,72.8266413299616,6.022134451029497,79.2112394415859,Kharif,maize
69,68,35,25.5633327779924,65.19703930618,6.640710224727221,96.0098493037137,Kharif,maize
67,57,30,25.23884191319143,74.59568024271242,6.4139260580525885,52.45792618107138,Kharif,maize
80,54,39,29.500242395278025,74.69601502160789,6.270058466101556,78.6749792467608,Kharif,maize
72,45,25,28.3269017969267,64.02414030680335,6.2068371106166085,92.68149642639784,Kharif,maize
64,46,35,29.38298608033166,60.61467333374836,6.654023077658761,62.09638640596183,Kharif,maize
65,56,21,27.62693309880005,70.57594926308069,6.416217031032314,93.81461742619688,Kharif,maize
89,45,20,26.64717746942981,66.76479753972515,6.179659289029912,50.952170463714594,Kharif,maize
90,47,28,31.89143356980337,61.511292659393646,6.689109081486824,86.6227314566865,Kharif,maize
76,51,31,30.145711162678005,70.61284228467065,6.565072283036693,96.65566105843266,Kharif,maize
70,60,36,27.001542112493667,60.467623636678816,6.858672054929496,82.85988308200311,Kharif,maize
79,53,34,28.19589426259998,73.05295035738364,6.117475898876493,71.9514621990224,Kharif,maize
68,51,38,30.91807907663326,62.07978793669955,6.785666601944456,52.2440508236359,Kharif,maize
61,62,29,25.72229348272478,61.90967818120088,6.673516786817259,96.00569066613144,Kharif,maize
96,49,31,26.474530092661794,62.63508446952877,6.115010936828098,73.51481113457874,Kharif,maize
60,61,33,25.732456041073902,74.403995377381,6.69482072987172,51.4498372167974,Kharif,maize
63,59,28,33.12317332714119,70.3975404038077,6.44154728887983,84.4910535664381,Kharif,maize
95,54,32,32.52409233212009,72.02057303195456,6.944984785555843,74.0918626788129,Kharif,maize
84,70,22,32.53312931879257,65.9645247859913,6.141611350617899,56.217265872120535,Kharif,maize
62,46,40,32.16325343476028,65.04469091257434,6.642833390815738,60.71359046551298,Kharif,maize
68,65,33,31.69385423669869,63.51726010174755,6.381980045462946,53.22453402279231,Kharif,maize
81,48,40,29.76991915378175,67.20972042468614,6.9568146705908775,78.71467698542868,Kharif,maize
82,49,29,31.42278163507115,68.27743100301252,6.329974895290277,81.10147396260047,Kharif,maize
71,49,35,25.383615547879742,69.47662265479133,6.9621859094918,75.28711491777221,Kharif,maize
69,55,26,31.214644226567845,63.856777559980415,6.901485851100749,90.85510665013076,Kharif,maize
93,68,23,32.77877705536877,74.22981121354486,6.270383235310656,93.05044106540068,Kharif,maize
69,46,39,30.0035836038439,62.54637747310704,6.803541776826428,80.78121983415633,Kharif,maize
89,67,30,28.57513328427237,74.48479762149618,6.995604201803506,50.637823985371526,Kharif,maize
81,69,35,27.77426734800979,60.22284183761256,6.252663002171282,84.76148278738678,Kharif,maize
65,44,39,31.428020501620825,67.21688537725268,6.43677716932332,70.89996084601758,Kharif,maize
61,62,23,31.928011986299087,65.00051757174845,6.52018073656676,78.27787416131935,Kharif,maize
89,42,36,33.70967599862543,66.73685120895377,6.294931135803864,82.45403010094422,Kharif,maize
61,57,32,28.42334082460991,68.55996868471183,6.015264839646029,67.51183071635384,Kharif,maize
91,50,30,32.697723073855855,66.53383737019064,6.220129244197526,95.8549252585897,Kharif,maize
75,54,22,30.61355824189338,66.22270275452392,6.281936884341759,56.69874333748906,Kharif,maize
71,60,28,33.82836490678079,70.9908512311996,6.443599701318187,83.57559036405186,Kharif,maize
60,59,25,30.278121082956208,70.28814412629697,6.171102478413402,50.21797899782902,Kharif,maize
67,44,40,30.17629828397968,72.49906923053771,6.873254356691673,96.23255527025904,Kharif,maize
72,63,30,30.778770814409093,63.74938471859243,6.704911132731336,55.62520666190458,Kharif,maize
74,51,35,32.49315355142434,69.14292764631095,6.0852004775596615,54.74421150737873,Kharif,maize
67,43,38,34.64690478828461,68.77792178089281,6.650092451139932,66.65038165261221,Kharif,maize
69,54,24,25.735633542157657,65.54606716309033,6.6536564764056205,68.67831430195403,Kharif,maize
64,48,33,25.53434602391017,67.29086312854021,6.956221173643628,60.71500361614393,Kharif,maize
78,46,36,34.37550337407339,64.70673214958593,6.003020871356162,79.25608304635624,Kharif,maize
97,49,22,30.298756255182063,62.12766596425477,6.247932449805807,72.14570490209817,Kharif,maize
70,68,23,31.14903014566936,63.20701815994099,6.927791479375316,51.70877945205437,Kharif,maize
79,67,35,29.82423601594729,61.58270469601801,6.932133915398283,65.98260311276503,Kharif,maize
79,62,35,25.936574526074743,70.24604362785186,6.720586419370638,90.52164567865852,Kharif,maize
80,70,40,32.680893784186665,69.91091089663728,6.76576332104754,84.48507674309343,Kharif,maize
77,52,23,32.47224645088587,74.25909557369809,6.091482957929647,86.24354267899403,Kharif,maize
69,68,38,28.11703321492812,70.94517620470862,6.513875834778234,84.90584620417619,Kharif,maize
93,47,36,28.062392452284005,60.78068758134197,6.231582991289,65.54865106915166,Kharif,maize
85,51,32,33.37841380905519,73.26367760893432,6.181218043613617,54.98319610383879,Kharif,maize
89,61,20,25.723572577413265,72.94012744418589,6.8103032991233325,63.6233592016548,Kharif,maize
68,63,31,33.811051483565656,66.64980481159049,6.135038136680548,91.58926500925796,Kharif,maize
90,58,23,27.566616898959143,68.78794575791882,6.468651636996385,99.02353988915355,Kharif,maize
63,65,30,30.92984747755494,74.64117498708778,6.938578239586033,74.69235073707807,Kharif,maize
